0.25,1,5447,345.4114081,26026206.16,,
0.25,1,5458,345.4114081,26138562.11,,
0.25,1,5552,345.4114081,27108564.77,a,38723336.4
0.25,1,5502,345.4114081,26590405.91,b,28526.573
0.25,1,5551,345.4114081,27098152.59,c,0.063547848
0.25,1,5502,345.4114081,26590405.91,d,2.76612E-05
0.25,1,5551,345.4114081,27098152.59,e,1
0.25,1,5502,345.4114081,26590405.91,ss,6924613005
0.25,1,5551,345.4114081,27098152.59,,
0.25,1,5502,345.4114081,26590405.91,,
0.25,1,5551,345.4114081,27098152.59,,
0.25,1,5502,345.4114081,26590405.91,,
0.25,1,5551,345.4114081,27098152.59,,
0.25,1,5502,345.4114081,26590405.91,,
0.25,1,5551,345.4114081,27098152.59,,
0.25,1,5502,345.4114081,26590405.91,,
0.25,1,5551,345.4114081,27098152.59,,
0.25,1,5502,345.4114081,26590405.91,,
0.25,1,5551,345.4114081,27098152.59,,
0.25,1,5502,345.4114081,26590405.91,,
0.25,1,5551,345.4114081,27098152.59,,
0.25,1,5502,345.4114081,26590405.91,,
0.25,2,5575,346.1128336,27341261,,
0.25,2,5527,346.1128336,26841591.83,,
0.25,2,5577,346.1128336,27362180.55,,
0.25,2,5527,346.1128336,26841591.83,,
0.25,2,5577,346.1128336,27362180.55,,
0.25,2,5528,346.1128336,26851954.61,,
0.25,2,5577,346.1128336,27362180.55,,
0.25,2,5527,346.1128336,26841591.83,,
0.25,2,5576,346.1128336,27351719.77,,
0.25,2,5528,346.1128336,26851954.61,,
0.25,2,5577,346.1128336,27362180.55,,
0.25,2,5506,346.1128336,26624435.57,,
0.25,2,5577,346.1128336,27362180.55,,
0.25,2,5528,346.1128336,26851954.61,,
0.25,2,5577,346.1128336,27362180.55,,
0.25,2,5527,346.1128336,26841591.83,,
0.25,2,5576,346.1128336,27351719.77,,
0.25,2,5528,346.1128336,26851954.61,,
0.25,2,5577,346.1128336,27362180.55,,
0.25,2,5526,346.1128336,26831231.06,,
0.25,2,5577,346.1128336,27362180.55,,
0.25,2,5528,346.1128336,26851954.61,,
0.25,3,5518,348.0195058,26728698.31,,
0.25,3,5471,348.0195058,26244929.14,,
0.25,3,5519,348.0195058,26739039.27,,
0.25,3,5470,348.0195058,26234684.18,,
0.25,3,5520,348.0195058,26749382.23,,
0.25,3,5470,348.0195058,26234684.18,,
0.25,3,5520,348.0195058,26749382.23,,
0.25,3,5470,348.0195058,26234684.18,,
0.25,3,5519,348.0195058,26739039.27,,
0.25,3,5469,348.0195058,26224441.22,,
0.25,3,5519,348.0195058,26739039.27,,
0.25,3,5471,348.0195058,26244929.14,,
0.25,3,5519,348.0195058,26739039.27,,
0.25,3,5471,348.0195058,26244929.14,,
0.25,3,5520,348.0195058,26749382.23,,
0.25,3,5470,348.0195058,26234684.18,,
0.25,3,5520,348.0195058,26749382.23,,
0.25,3,5470,348.0195058,26234684.18,,
0.25,3,5519,348.0195058,26739039.27,,
0.25,3,5470,348.0195058,26234684.18,,
0.25,3,5519,348.0195058,26739039.27,,
0.25,3,5450,348.0195058,26030204.96,,
0.25,4,5538,353.2023781,26882126.38,,
0.25,4,5489,353.2023781,26376417.21,,
0.25,4,5537,353.2023781,26871757.78,,
0.25,4,5489,353.2023781,26376417.21,,
0.25,4,5539,353.2023781,26892496.98,,
0.25,4,5489,353.2023781,26376417.21,,
0.25,4,5538,353.2023781,26882126.38,,
0.25,4,5489,353.2023781,26376417.21,,
0.25,4,5538,353.2023781,26882126.38,,
0.25,4,5489,353.2023781,26376417.21,,
0.25,4,5539,353.2023781,26892496.98,,
0.25,4,5489,353.2023781,26376417.21,,
0.25,4,5538,353.2023781,26882126.38,,
0.25,4,5489,353.2023781,26376417.21,,
0.25,4,5538,353.2023781,26882126.38,,
0.25,4,5488,353.2023781,26366146.62,,
0.25,4,5538,353.2023781,26882126.38,,
0.25,4,5489,353.2023781,26376417.21,,
0.25,4,5538,353.2023781,26882126.38,,
0.25,4,5489,353.2023781,26376417.21,,
0.25,4,5538,353.2023781,26882126.38,,
0.25,4,5490,353.2023781,26386689.81,,
0.25,5,5552,367.2908858,26881208.6,,
0.25,5,5502,367.2908858,26365237.69,,
0.25,5,5552,367.2908858,26881208.6,,
0.25,5,5503,367.2908858,26375508.11,,
0.25,5,5552,367.2908858,26881208.6,,
0.25,5,5502,367.2908858,26365237.69,,
0.25,5,5552,367.2908858,26881208.6,,
0.25,5,5503,367.2908858,26375508.11,,
0.25,5,5552,367.2908858,26881208.6,,
0.25,5,5496,367.2908858,26303657.18,,
0.25,5,5552,367.2908858,26881208.6,,
0.25,5,5502,367.2908858,26365237.69,,
0.25,5,5552,367.2908858,26881208.6,,
0.25,5,5503,367.2908858,26375508.11,,
0.25,5,5552,367.2908858,26881208.6,,
0.25,5,5502,367.2908858,26365237.69,,
0.25,5,5553,367.2908858,26891579.02,,
0.25,5,5502,367.2908858,26365237.69,,
0.25,5,5552,367.2908858,26881208.6,,
0.25,5,5503,367.2908858,26375508.11,,
0.25,5,5553,367.2908858,26891579.02,,
0.25,5,5502,367.2908858,26365237.69,,
0.25,6,5613,405.5874201,27117145.78,,
0.25,6,5566,405.5874201,26629857.99,,
0.25,6,5615,405.5874201,27137979.43,,
0.25,6,5565,405.5874201,26619538.17,,
0.25,6,5615,405.5874201,27137979.43,,
0.25,6,5566,405.5874201,26629857.99,,
0.25,6,5615,405.5874201,27137979.43,,
0.25,6,5566,405.5874201,26629857.99,,
0.25,6,5614,405.5874201,27127561.6,,
0.25,6,5565,405.5874201,26619538.17,,
0.25,6,5615,405.5874201,27137979.43,,
0.25,6,5565,405.5874201,26619538.17,,
0.25,6,5615,405.5874201,27137979.43,,
0.25,6,5566,405.5874201,26629857.99,,
0.25,6,5614,405.5874201,27127561.6,,
0.25,6,5565,405.5874201,26619538.17,,
0.25,6,5615,405.5874201,27137979.43,,
0.25,6,5565,405.5874201,26619538.17,,
0.25,6,5616,405.5874201,27148399.25,,
0.25,6,5563,405.5874201,26598904.52,,
0.25,6,5615,405.5874201,27137979.43,,
0.25,6,5567,405.5874201,26640179.82,,
0.25,7,5620,509.6881935,26115286.76,,
0.25,7,5573,509.6881935,25637126.45,,
0.25,7,5622,509.6881935,26135732.01,,
0.25,7,5574,509.6881935,25647254.07,,
0.25,7,5622,509.6881935,26135732.01,,
0.25,7,5572,509.6881935,25627000.83,,
0.25,7,5621,509.6881935,26125508.38,,
0.25,7,5574,509.6881935,25647254.07,,
0.25,7,5621,509.6881935,26125508.38,,
0.25,7,5574,509.6881935,25647254.07,,
0.25,7,5621,509.6881935,26125508.38,,
0.25,7,5573,509.6881935,25637126.45,,
0.25,7,5622,509.6881935,26135732.01,,
0.25,7,5574,509.6881935,25647254.07,,
0.25,7,5622,509.6881935,26135732.01,,
0.25,7,5573,509.6881935,25637126.45,,
0.25,7,5622,509.6881935,26135732.01,,
0.25,7,5574,509.6881935,25647254.07,,
0.25,7,5621,509.6881935,26125508.38,,
0.25,7,5574,509.6881935,25647254.07,,
0.25,7,5620,509.6881935,26115286.76,,
0.25,7,5573,509.6881935,25637126.45,,
0.25,8,5626,792.6634342,23361142.36,,
0.25,8,5582,792.6634342,22937744.74,,
0.25,8,5626,792.6634342,23361142.36,,
0.25,8,5583,792.6634342,22947324.41,,
0.25,8,5627,792.6634342,23370810.03,,
0.25,8,5582,792.6634342,22937744.74,,
0.25,8,5627,792.6634342,23370810.03,,
0.25,8,5582,792.6634342,22937744.74,,
0.25,8,5626,792.6634342,23361142.36,,
0.25,8,5583,792.6634342,22947324.41,,
0.25,8,5626,792.6634342,23361142.36,,
0.25,8,5581,792.6634342,22928167.07,,
0.25,8,5626,792.6634342,23361142.36,,
0.25,8,5581,792.6634342,22928167.07,,
0.25,8,5626,792.6634342,23361142.36,,
0.25,8,5582,792.6634342,22937744.74,,
0.25,8,5626,792.6634342,23361142.36,,
0.25,8,5582,792.6634342,22937744.74,,
0.25,8,5626,792.6634342,23361142.36,,
0.25,8,5583,792.6634342,22947324.41,,
0.25,8,5626,792.6634342,23361142.36,,
0.25,8,5582,792.6634342,22937744.74,,
0.25,9,5631,1561.869889,16557819.86,,
0.25,9,5589,1561.869889,16217776.93,,
0.25,9,5630,1561.869889,16549682.6,,
0.25,9,5590,1561.869889,16225832.19,,
0.25,9,5631,1561.869889,16557819.86,,
0.25,9,5589,1561.869889,16217776.93,,
0.25,9,5632,1561.869889,16565959.12,,
0.25,9,5589,1561.869889,16217776.93,,
0.25,9,5631,1561.869889,16557819.86,,
0.25,9,5590,1561.869889,16225832.19,,
0.25,9,5632,1561.869889,16565959.12,,
0.25,9,5589,1561.869889,16217776.93,,
0.25,9,5631,1561.869889,16557819.86,,
0.25,9,5590,1561.869889,16225832.19,,
0.25,9,5631,1561.869889,16557819.86,,
0.25,9,5589,1561.869889,16217776.93,,
0.25,9,5631,1561.869889,16557819.86,,
0.25,9,5589,1561.869889,16217776.93,,
0.25,9,5632,1561.869889,16565959.12,,
0.25,9,5589,1561.869889,16217776.93,,
0.25,9,5630,1561.869889,16549682.6,,
0.25,9,5590,1561.869889,16225832.19,,
0.25,10,5593,3652.789816,3764415.556,,
0.25,10,5553,3652.789816,3610798.742,,
0.25,10,5593,3652.789816,3764415.556,,
0.25,10,5553,3652.789816,3610798.742,,
0.25,10,5593,3652.789816,3764415.556,,
0.25,10,5553,3652.789816,3610798.742,,
0.25,10,5593,3652.789816,3764415.556,,
0.25,10,5553,3652.789816,3610798.742,,
0.25,10,5593,3652.789816,3764415.556,,
0.25,10,5553,3652.789816,3610798.742,,
0.25,10,5593,3652.789816,3764415.556,,
0.25,10,5553,3652.789816,3610798.742,,
0.25,10,5593,3652.789816,3764415.556,,
0.25,10,5554,3652.789816,3614600.162,,
0.25,10,5593,3652.789816,3764415.556,,
0.25,10,5553,3652.789816,3610798.742,,
0.25,10,5593,3652.789816,3764415.556,,
0.25,10,5554,3652.789816,3614600.162,,
0.25,10,5593,3652.789816,3764415.556,,
0.25,10,5555,3652.789816,3618403.582,,
0.25,10,5594,3652.789816,3768296.977,,
0.25,10,5554,3652.789816,3614600.162,,
0.5,1,2749,172.7178116,6637229.914,,
0.5,1,2727,172.7178116,6524357.498,,
0.5,1,2778,172.7178116,6787495.281,,
0.5,1,2725,172.7178116,6514144.369,,
0.5,1,2777,172.7178116,6782285.717,,
0.5,1,2727,172.7178116,6524357.498,,
0.5,1,2777,172.7178116,6782285.717,,
0.5,1,2727,172.7178116,6524357.498,,
0.5,1,2778,172.7178116,6787495.281,,
0.5,1,2727,172.7178116,6524357.498,,
0.5,1,2777,172.7178116,6782285.717,,
0.5,1,2727,172.7178116,6524357.498,,
0.5,1,2776,172.7178116,6777078.152,,
0.5,1,2727,172.7178116,6524357.498,,
0.5,1,2777,172.7178116,6782285.717,,
0.5,1,2727,172.7178116,6524357.498,,
0.5,1,2776,172.7178116,6777078.152,,
0.5,1,2728,172.7178116,6529467.062,,
0.5,1,2777,172.7178116,6782285.717,,
0.5,1,2727,172.7178116,6524357.498,,
0.5,1,2776,172.7178116,6777078.152,,
0.5,1,2728,172.7178116,6529467.062,,
0.5,2,2789,173.068549,6843097.357,,
0.5,2,2750,173.068549,6640575.703,,
0.5,2,2791,173.068549,6853565.082,,
